,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_hour,Arrival_minutes,Dept_hour,Dept_minutes,Duration_minutes
8132,Jet Airways,Delhi,Cochin,2,No info,14300,27,6,2019,12,35,12,15,1460
9499,IndiGo,Delhi,Cochin,2,No info,6610,6,3,2019,21,20,6,40,880
8722,Air India,Delhi,Cochin,2,No info,12287,3,3,2019,19,15,21,30,1305
3996,IndiGo,Mumbai,Hyderabad,0,No info,2754,27,5,2019,13,30,12,0,90
194,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,15,15,20,35,1120
4711,Multiple carriers,Delhi,Cochin,2,No info,6128,27,3,2019,21,20,7,5,855
643,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,21,5,2019,4,25,19,30,535
8775,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11150,27,6,2019,12,35,19,10,1045
3285,Jet Airways,Kolkata,Banglore,1,No info,14914,24,3,2019,10,5,21,10,775
3116,Multiple carriers,Delhi,Cochin,1,No info,8476,18,5,2019,19,15,10,20,535
7150,Air India,Delhi,Cochin,1,No info,15284,6,3,2019,19,15,9,0,615
3575,Jet Airways,Delhi,Cochin,2,No info,14300,12,6,2019,4,25,12,15,970
6872,Jet Airways,Kolkata,Banglore,1,No info,11467,21,5,2019,14,25,9,35,1730
9542,Air India,Delhi,Cochin,1,No info,7532,21,3,2019,9,25,6,5,1640
4320,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,11,30,450
10455,Air India,Mumbai,Hyderabad,0,No info,3100,9,6,2019,7,40,6,20,80
2207,Air India,Kolkata,Banglore,1,No info,8366,21,5,2019,18,30,9,25,545
4552,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,22,35,20,0,1595
8055,Jet Airways,Banglore,New Delhi,1,No info,15025,6,3,2019,9,0,8,55,1445
9260,Jet Airways,Banglore,Delhi,0,No info,7229,9,5,2019,22,50,19,50,180
3718,IndiGo,Mumbai,Hyderabad,0,No info,2227,27,6,2019,22,50,21,20,90
972,Vistara,Chennai,Kolkata,0,No info,6627,9,3,2019,9,20,7,5,135
4579,IndiGo,Delhi,Cochin,0,No info,7673,6,3,2019,8,50,5,35,195
6516,Air India,Delhi,Cochin,1,No info,15197,3,3,2019,19,15,8,0,675
6698,Jet Airways,Kolkata,Banglore,1,No info,14388,18,5,2019,9,20,8,25,1495
719,Jet Airways,Delhi,Cochin,2,No info,12604,21,3,2019,18,50,18,20,1470
9926,IndiGo,Kolkata,Banglore,1,No info,4966,9,4,2019,16,5,11,30,275
6155,IndiGo,Delhi,Cochin,1,No info,6628,27,5,2019,1,30,15,0,630
9868,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,22,35,20,0,1595
3896,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8834,21,3,2019,4,25,19,10,1995
2803,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,4,40,16,30,730
2566,Air India,Delhi,Cochin,2,No info,8875,27,3,2019,7,40,13,5,1115
4025,Air Asia,Kolkata,Banglore,1,No info,5320,12,5,2019,19,25,7,35,710
6198,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136,6,3,2019,15,30,9,0,390
32,IndiGo,Banglore,Delhi,0,No info,4423,6,4,2019,6,50,4,0,170
8692,Air Asia,Delhi,Cochin,1,No info,8759,3,6,2019,15,45,7,55,470
9245,Jet Airways,Delhi,Cochin,2,No info,13376,24,6,2019,4,25,14,35,830
10273,Vistara,Kolkata,Banglore,1,No info,8610,12,6,2019,23,25,7,10,975
4063,Air India,Kolkata,Banglore,2,No info,10151,21,5,2019,18,30,12,0,1830
9366,Air Asia,Kolkata,Banglore,0,No info,4409,27,4,2019,1,20,22,50,150
5540,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,4,25,19,45,520
1697,IndiGo,Banglore,New Delhi,0,No info,8033,15,3,2019,19,45,16,55,170
2792,Jet Airways,Kolkata,Banglore,1,No info,13067,12,5,2019,14,25,20,25,1080
2222,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,13,0,925
5818,Air India,Kolkata,Banglore,2,No info,12723,18,5,2019,8,55,5,50,1625
10113,IndiGo,Mumbai,Hyderabad,0,No info,2754,21,5,2019,4,5,2,35,90
3764,Air India,Delhi,Cochin,2,No info,8770,21,3,2019,19,15,17,15,1560
3866,IndiGo,Chennai,Kolkata,0,No info,3850,6,6,2019,10,15,7,55,140
7085,IndiGo,Delhi,Cochin,1,No info,10123,15,5,2019,4,35,23,30,305
9065,IndiGo,Banglore,New Delhi,1,No Info,8064,1,3,2019,10,0,5,15,285
9356,Multiple carriers,Delhi,Cochin,1,No info,13377,27,6,2019,1,30,16,0,570
7359,IndiGo,Delhi,Cochin,1,No info,5684,12,6,2019,1,30,15,0,630
7800,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,19,0,10,0,540
3758,Air India,Kolkata,Banglore,2,No info,9416,12,6,2019,7,55,12,0,1195
2831,Jet Airways,Delhi,Cochin,2,In-flight meal not included,12142,6,6,2019,4,25,18,25,600
3227,IndiGo,Banglore,Delhi,0,No info,4823,6,4,2019,10,5,7,10,175
4214,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,19,50,20,0,1430
3923,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,12,5,2019,16,20,6,30,590
3904,IndiGo,Delhi,Cochin,1,No info,6147,24,6,2019,22,15,17,5,310
2277,Air India,Delhi,Cochin,0,No info,7931,6,3,2019,17,10,14,10,180
10086,SpiceJet,Delhi,Cochin,1,No info,5409,3,6,2019,22,50,17,55,295
1401,IndiGo,Mumbai,Hyderabad,0,No info,2754,18,3,2019,20,30,19,5,85
739,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,19,50,21,10,1360
6552,Jet Airways,Banglore,Delhi,0,No info,7229,27,4,2019,20,45,17,45,180
4266,SpiceJet,Banglore,Delhi,0,No info,3971,1,4,2019,8,35,5,55,160
10319,Jet Airways,Banglore,Delhi,0,No info,7229,12,4,2019,10,10,7,10,180
8093,Jet Airways,Kolkata,Banglore,1,No info,11467,15,5,2019,14,25,17,0,1285
3253,IndiGo,Kolkata,Banglore,0,No info,4804,18,6,2019,17,45,15,15,150
3851,IndiGo,Kolkata,Banglore,0,No info,4804,6,5,2019,12,20,9,35,165
9032,Multiple carriers,Delhi,Cochin,1,No info,7485,21,5,2019,1,30,10,20,910
2661,Air India,Kolkata,Banglore,1,No info,11936,21,5,2019,23,15,10,0,795
7181,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,10,5,8,25,1540
7968,Multiple carriers,Delhi,Cochin,2,No info,24528,3,3,2019,1,35,17,50,465
674,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,9,5,2019,4,40,6,30,1330
7807,Air India,Banglore,Delhi,0,No info,6961,21,6,2019,8,55,6,10,165
7021,Jet Airways,Kolkata,Banglore,1,No info,13067,18,5,2019,14,25,17,0,1285
3841,Jet Airways,Delhi,Cochin,1,No info,16079,21,5,2019,19,0,18,15,1485
1815,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,2019,20,45,8,25,740
8720,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10037,9,3,2019,15,0,5,50,550
10293,IndiGo,Mumbai,Hyderabad,0,No info,2754,6,5,2019,20,35,19,5,90
9633,Air India,Kolkata,Banglore,2,No info,15170,24,5,2019,12,30,9,50,1600
4653,Vistara,Mumbai,Hyderabad,1,No info,12080,12,3,2019,9,25,7,30,1555
8051,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,2019,9,20,20,0,800
2100,Jet Airways,Kolkata,Banglore,1,No info,8355,21,5,2019,17,35,10,20,435
5163,Air India,Kolkata,Banglore,2,No info,13033,6,6,2019,1,20,10,0,920
6708,Air Asia,Kolkata,Banglore,0,No info,4409,15,5,2019,22,25,19,55,150
1673,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,15,5,2019,10,5,18,55,910
2101,SpiceJet,Banglore,New Delhi,0,No check-in baggage included,5469,24,3,2019,23,20,20,30,170
4213,Air India,Delhi,Cochin,2,No info,15428,6,3,2019,7,40,5,55,1545
9507,Air India,Banglore,New Delhi,2,No info,12778,12,3,2019,10,15,17,25,1010
1548,IndiGo,Banglore,New Delhi,0,No info,8855,3,3,2019,19,45,16,55,170
7879,Air India,Delhi,Cochin,2,No info,10178,9,6,2019,19,15,19,45,1410
7068,Air India,Delhi,Cochin,0,No info,6094,24,4,2019,17,10,14,10,180
3323,Vistara,Kolkata,Banglore,1,No info,9555,18,5,2019,20,20,20,20,1440
10399,Jet Airways,Banglore,Delhi,0,No info,7229,1,4,2019,18,10,15,15,175
355,IndiGo,Banglore,Delhi,0,No info,4591,1,6,2019,2,20,23,30,170
5184,Jet Airways,Banglore,Delhi,0,No info,7229,12,5,2019,14,5,11,10,175
1461,Jet Airways,Kolkata,Banglore,1,No info,14939,9,6,2019,8,15,21,10,665
8511,IndiGo,Chennai,Kolkata,0,No info,3540,15,6,2019,18,25,15,40,165
6631,Jet Airways,Delhi,Cochin,1,No info,17024,6,3,2019,18,50,11,30,440
9820,IndiGo,Delhi,Cochin,1,No info,6979,9,5,2019,21,0,11,25,575
3220,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,19,15,550
939,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,9,0,1165
9838,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,2019,20,40,13,55,405
5147,Jet Airways,Delhi,Cochin,1,No info,12242,27,3,2019,18,50,11,30,440
6417,Air India,Banglore,New Delhi,2,No info,11518,18,3,2019,23,25,17,25,1800
5923,IndiGo,Kolkata,Banglore,1,No info,5069,12,6,2019,13,0,8,10,290
8410,Jet Airways,Delhi,Cochin,2,No info,9483,9,4,2019,19,0,13,25,1775
1751,IndiGo,Kolkata,Banglore,0,No info,4804,18,6,2019,23,10,20,25,165
3976,Air India,Mumbai,Hyderabad,0,No info,4937,3,3,2019,22,25,21,5,80
8270,IndiGo,Kolkata,Banglore,0,No info,4174,9,4,2019,18,5,15,30,155
1772,IndiGo,Delhi,Cochin,1,No info,6558,21,3,2019,22,20,7,35,885
1196,SpiceJet,Kolkata,Banglore,1,No info,10156,6,6,2019,18,30,11,15,435
1878,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,12,35,14,0,1355
2668,IndiGo,Chennai,Kolkata,0,No info,3597,27,5,2019,17,5,14,45,140
3171,IndiGo,Banglore,Delhi,0,No info,4423,21,4,2019,0,15,21,15,180
2016,Jet Airways,Kolkata,Banglore,2,In-flight meal not included,10118,6,6,2019,7,25,6,30,1495
2005,Multiple carriers,Delhi,Cochin,1,No info,15135,3,3,2019,18,50,7,30,680
8655,Jet Airways,Kolkata,Banglore,2,In-flight meal not included,10118,21,5,2019,20,50,6,30,860
3893,SpiceJet,Banglore,New Delhi,1,No info,6315,3,3,2019,23,40,15,35,485
10454,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,21,20,20,35,1485
3237,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,12,35,20,55,940
4424,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,5,2019,9,30,6,55,155
4744,IndiGo,Banglore,New Delhi,0,No info,4777,24,3,2019,13,0,10,10,170
2078,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,7,40,11,40,1200
5219,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9899,12,6,2019,19,50,8,25,685
396,Multiple carriers,Delhi,Cochin,1,No info,36983,1,3,2019,19,15,12,50,385
2788,Vistara,Chennai,Kolkata,0,No info,3687,27,6,2019,9,20,7,5,135
7864,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,27,5,2019,8,30,7,5,85
7773,IndiGo,Chennai,Kolkata,0,No info,3850,18,3,2019,10,15,7,55,140
4072,Air India,Banglore,New Delhi,1,No info,5521,15,3,2019,8,50,8,15,1475
5574,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8273,21,3,2019,4,25,6,20,1325
10170,Air India,Banglore,Delhi,0,No info,6961,27,6,2019,12,45,10,0,165
9948,Multiple carriers,Delhi,Cochin,1,No info,8937,15,6,2019,19,15,8,30,645
5355,Multiple carriers,Delhi,Cochin,1,No info,9646,18,5,2019,16,10,7,5,545
7965,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,4,25,14,0,865
6093,Multiple carriers,Delhi,Cochin,1,No info,15135,6,3,2019,18,50,9,10,580
8749,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,20,20,8,55,685
1519,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5963,27,3,2019,19,45,19,15,1470
9425,Jet Airways,Banglore,Delhi,0,No info,8016,18,6,2019,22,50,19,50,180
1378,Jet Airways,Banglore,Delhi,0,No info,7229,9,4,2019,11,20,8,20,180
5672,Air India,Banglore,Delhi,0,No info,6961,1,6,2019,12,45,10,0,165
1023,Jet Airways,Delhi,Cochin,2,No info,15129,27,5,2019,12,35,9,40,1615
2587,Air India,Kolkata,Banglore,2,No info,15187,24,3,2019,21,50,9,10,760
9586,Jet Airways,Kolkata,Banglore,1,No info,10624,9,5,2019,18,0,17,0,1500
7757,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,27,6,2019,14,5,11,10,175
5621,IndiGo,Banglore,Delhi,0,No info,4823,1,6,2019,22,50,20,0,170
8293,Jet Airways,Banglore,Delhi,0,No info,7229,15,5,2019,18,10,15,15,175
5008,IndiGo,Delhi,Cochin,2,No info,9413,3,3,2019,21,20,7,35,825
2857,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6017,27,3,2019,4,25,2,15,1570
8637,IndiGo,Delhi,Cochin,1,No info,6171,24,4,2019,12,10,5,5,425
5771,Multiple carriers Premium economy,Delhi,Cochin,1,No info,14629,21,3,2019,18,50,7,30,680
5842,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,9,6,2019,14,5,11,10,175
7880,SpiceJet,Chennai,Kolkata,0,No info,7718,1,3,2019,20,5,17,45,140
5832,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,9,5,2019,8,35,5,55,160
1629,Multiple carriers,Delhi,Cochin,1,No info,8266,15,5,2019,19,15,10,20,535
4888,Jet Airways,Delhi,Cochin,2,No info,19266,3,3,2019,4,25,5,40,1365
4526,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,2019,23,35,14,5,570
3523,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8938,21,3,2019,18,50,19,15,1415
5904,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,19,0,13,25,1775
522,Air Asia,Delhi,Cochin,1,No info,6752,27,5,2019,6,35,16,45,830
3607,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,11,25,20,35,890
9855,Air India,Delhi,Cochin,1,No info,8372,9,6,2019,19,15,21,0,1335
5220,Vistara,Banglore,Delhi,0,No info,4878,15,6,2019,9,40,7,0,160
234,IndiGo,Delhi,Cochin,1,No info,6349,1,5,2019,3,35,21,50,345
3988,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,12,0,18,55,1025
3796,Vistara,Banglore,Delhi,0,No info,4668,15,5,2019,9,40,7,0,160
4118,Jet Airways,Delhi,Cochin,1,No info,17024,6,3,2019,18,50,13,0,350
6318,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,21,5,17,0,1685
5001,Air India,Delhi,Cochin,1,No info,8907,18,5,2019,23,0,9,45,795
6775,IndiGo,Kolkata,Banglore,0,No info,4804,12,5,2019,19,50,17,15,155
3800,SpiceJet,Kolkata,Banglore,0,No info,5515,1,3,2019,11,30,9,0,150
8249,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,8147,24,3,2019,10,25,5,45,280
3899,Vistara,Banglore,New Delhi,0,No info,7240,9,3,2019,0,5,21,10,175
5024,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,16,20,16,30,1430
1948,Multiple carriers,Delhi,Cochin,1,No info,12853,9,4,2019,19,15,9,0,615
6361,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,12,15,11,40,1475
470,Jet Airways,Delhi,Cochin,2,No info,13082,21,3,2019,4,25,18,20,2045
2448,IndiGo,Banglore,Delhi,0,No info,4823,9,5,2019,21,50,18,55,175
3492,IndiGo,Banglore,Delhi,0,No info,4823,24,6,2019,21,50,18,55,175
6834,Air India,Delhi,Cochin,2,No info,13591,27,6,2019,19,15,16,55,1580
6091,IndiGo,Delhi,Cochin,1,No info,7258,27,3,2019,21,0,4,45,975
2671,Multiple carriers,Delhi,Cochin,1,No info,7933,1,6,2019,21,0,13,0,480
10254,Jet Airways,Mumbai,Hyderabad,0,No info,5678,9,6,2019,4,20,2,55,85
2224,Multiple carriers,Delhi,Cochin,1,No info,15147,3,3,2019,1,35,10,20,915
1106,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,4,25,17,30,655
2188,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,24,5,2019,8,30,7,5,85
818,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,20,45,18,55,1550
7054,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,18,3,2019,10,25,16,55,1050
6755,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3257,27,5,2019,0,5,21,10,175
5571,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,12,25,22,55,810
4523,SpiceJet,Chennai,Kolkata,0,No info,7298,1,3,2019,10,35,8,20,135
5793,IndiGo,Chennai,Kolkata,0,No info,3858,15,6,2019,14,0,11,35,145
9816,Vistara,Banglore,New Delhi,0,No info,11598,18,3,2019,0,5,21,10,175
9191,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,23,35,9,35,840
5738,IndiGo,Banglore,New Delhi,0,No info,4944,24,3,2019,2,20,23,30,170
2624,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,19,50,8,25,685
7812,Multiple carriers,Delhi,Cochin,1,No info,14486,21,3,2019,15,30,8,0,450
10023,Jet Airways,Delhi,Cochin,2,No info,13882,24,6,2019,12,35,9,25,1630
10374,IndiGo,Mumbai,Hyderabad,0,No info,2227,27,5,2019,21,40,20,5,95
9546,IndiGo,Delhi,Cochin,1,No info,8330,9,5,2019,1,30,11,25,845
888,IndiGo,Kolkata,Banglore,1,No info,4205,9,6,2019,23,45,19,20,265
8401,Air India,Banglore,Delhi,0,No info,6121,1,5,2019,23,55,21,5,170
7460,IndiGo,Chennai,Kolkata,0,No info,3597,27,6,2019,21,55,19,35,140
2437,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,19,0,11,30,450
6056,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,2019,16,45,8,45,480
7781,SpiceJet,Banglore,Delhi,0,No info,4423,18,5,2019,12,20,9,30,170
817,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,2019,1,35,13,0,755
9607,Multiple carriers,Delhi,Cochin,1,No info,6795,27,5,2019,1,30,10,20,910
3414,Multiple carriers,Delhi,Cochin,1,No info,6795,1,6,2019,1,30,12,50,760
6352,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,15,4,2019,0,5,21,10,175
2341,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,11,25,16,55,1110
9451,SpiceJet,Chennai,Kolkata,0,No info,3597,12,5,2019,10,35,8,20,135
3167,Jet Airways,Banglore,Delhi,0,No info,7229,27,5,2019,22,0,18,55,185
1809,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,2019,18,50,18,15,1475
8490,Air India,Banglore,New Delhi,1,No info,14069,1,3,2019,22,45,11,5,700
1264,Multiple carriers,Delhi,Cochin,1,No info,12192,12,6,2019,19,0,8,0,660
5086,Jet Airways,Delhi,Cochin,2,No info,13882,12,6,2019,4,25,11,45,1000
8197,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,12,35,11,30,1505
5835,Jet Airways,Banglore,New Delhi,1,No info,19225,6,3,2019,21,20,14,5,435
7016,Air India,Kolkata,Banglore,2,No info,9416,6,6,2019,21,50,12,0,590
5194,Air India,Delhi,Cochin,2,No info,8236,21,3,2019,19,15,16,40,1595
4449,Jet Airways,Delhi,Cochin,2,In-flight meal not included,15544,18,5,2019,12,35,5,30,425
4945,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7268,24,6,2019,19,15,11,40,455
4045,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,19,0,2,15,1005
7180,Air India,Kolkata,Banglore,1,No info,6327,12,5,2019,11,5,19,0,965
3702,Air Asia,Kolkata,Banglore,0,No info,4409,9,5,2019,12,55,10,20,155
1035,Air India,Banglore,New Delhi,1,No info,7932,15,3,2019,10,50,6,55,1675
9688,Air India,Delhi,Cochin,2,No info,8603,3,6,2019,19,15,12,0,435
6919,SpiceJet,Chennai,Kolkata,0,No info,3597,15,5,2019,20,5,17,45,140
5590,Vistara,Delhi,Cochin,0,No info,6216,18,4,2019,17,50,14,40,190
1228,Air India,Chennai,Kolkata,0,No info,4667,15,5,2019,13,55,11,40,135
9190,IndiGo,Kolkata,Banglore,1,No info,5276,12,5,2019,23,15,19,35,220
10354,Jet Airways,Kolkata,Banglore,1,No info,14571,9,6,2019,19,50,14,5,345
7510,Jet Airways,Kolkata,Banglore,1,No info,13731,24,5,2019,4,40,20,0,520
5141,Air Asia,Kolkata,Banglore,2,No info,5192,21,5,2019,23,30,15,10,500
7501,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,13,15,7,0,375
6551,Air India,Kolkata,Banglore,0,No info,4880,12,5,2019,23,20,20,45,155
52,IndiGo,Banglore,New Delhi,0,No info,4377,24,3,2019,1,10,22,20,170
8066,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,8,15,16,55,920
6555,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,20,55,940
8781,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,24,5,2019,12,0,9,45,135
159,Jet Airways,Delhi,Cochin,1,No info,17024,6,3,2019,4,25,2,15,1570
8250,Multiple carriers,Delhi,Cochin,1,No info,13377,27,5,2019,1,30,13,0,750
1587,Air India,Kolkata,Banglore,2,No info,15894,6,6,2019,12,30,14,30,1320
1589,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,9,6,2019,4,25,5,30,1375
10296,Multiple carriers,Delhi,Cochin,1,No info,7618,21,3,2019,21,0,7,0,840
9763,IndiGo,Delhi,Cochin,1,No info,6016,24,6,2019,7,45,2,0,345
6687,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2071,27,3,2019,17,20,15,50,90
8449,Air India,Delhi,Cochin,2,No info,12383,9,6,2019,19,15,10,55,500
7277,Multiple carriers,Delhi,Cochin,1,No info,15078,6,3,2019,21,0,9,0,720
6174,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,1,4,2019,19,0,18,15,1485
8409,Jet Airways,Banglore,New Delhi,1,No info,25735,1,3,2019,9,30,14,5,1165
9307,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7268,27,6,2019,19,15,12,50,385
3858,Jet Airways,Delhi,Cochin,1,In-flight meal not included,13843,6,3,2019,4,25,21,50,395
10269,Air India,Delhi,Cochin,1,No info,7532,21,3,2019,9,25,9,45,1420
8443,IndiGo,Delhi,Cochin,1,No info,5883,6,6,2019,1,30,10,35,895
2828,SpiceJet,Delhi,Cochin,1,No info,6065,21,3,2019,11,20,6,10,310
436,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8552,3,3,2019,16,10,7,10,540
5789,Jet Airways,Banglore,New Delhi,1,No info,25735,1,3,2019,10,25,11,40,1365
9902,Multiple carriers,Delhi,Cochin,1,No info,9526,15,6,2019,19,15,10,20,535
8561,Air India,Delhi,Cochin,2,No info,11552,3,3,2019,19,15,7,5,2170
3878,Jet Airways,Delhi,Cochin,1,No info,16079,21,5,2019,4,25,19,15,550
1588,IndiGo,Banglore,Delhi,0,No info,3419,9,5,2019,4,15,1,30,165
2780,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,4,25,2,15,1570
9401,Jet Airways,Mumbai,Hyderabad,0,No info,5678,21,6,2019,21,5,19,35,90
10260,SpiceJet,Banglore,Delhi,0,No info,3625,15,5,2019,0,5,21,10,175
5686,SpiceJet,Delhi,Cochin,1,No info,5409,9,6,2019,22,50,17,55,295
3965,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1,5,2019,8,15,16,30,945
4727,IndiGo,Kolkata,Banglore,0,No info,4804,12,6,2019,12,20,9,35,165
973,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,12,35,21,25,910
1238,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,24,4,2019,8,35,5,55,160
2951,SpiceJet,Mumbai,Hyderabad,0,No info,2017,27,6,2019,7,15,5,45,90
2342,Multiple carriers,Delhi,Cochin,1,No info,7005,6,6,2019,21,0,11,40,560
7198,Multiple carriers,Delhi,Cochin,1,No info,7485,21,5,2019,1,30,12,50,760
8049,Multiple carriers,Delhi,Cochin,1,No info,17057,6,3,2019,1,35,17,30,485
6046,IndiGo,Banglore,Delhi,0,No info,4823,18,5,2019,10,5,7,10,175
2158,GoAir,Delhi,Cochin,1,No info,4959,6,6,2019,19,35,10,35,540
9720,Air Asia,Banglore,Delhi,0,No info,4282,18,5,2019,7,45,4,55,170
7268,Air India,Delhi,Cochin,2,No info,10756,9,6,2019,7,40,5,0,1600
1497,Multiple carriers,Delhi,Cochin,1,No info,14533,18,5,2019,19,15,9,0,615
4545,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,1,4,2019,12,35,9,0,1655
6465,Air Asia,Banglore,Delhi,0,No info,4282,1,4,2019,7,45,4,55,170
4257,Vistara,Banglore,Delhi,0,No info,4878,18,6,2019,19,35,17,0,155
2422,Jet Airways,Kolkata,Banglore,1,No info,14781,12,5,2019,16,20,6,30,590
8963,Jet Airways,Mumbai,Hyderabad,0,No info,5678,12,5,2019,11,50,10,20,90
7801,Jet Airways,Kolkata,Banglore,1,No info,12739,12,6,2019,4,40,6,30,1330
5185,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2385,18,3,2019,7,5,5,45,80
5647,Jet Airways,Delhi,Cochin,2,In-flight meal not included,15318,1,6,2019,4,25,20,0,505
357,Air Asia,Delhi,Cochin,1,No info,6151,21,3,2019,7,10,20,10,660
5242,SpiceJet,Kolkata,Banglore,0,No info,4174,9,6,2019,11,25,9,0,145
2130,IndiGo,Delhi,Cochin,1,No info,6496,9,6,2019,10,5,5,10,295
9672,Vistara,Mumbai,Hyderabad,1,No info,12080,12,3,2019,19,55,19,45,1450
2092,IndiGo,Delhi,Cochin,0,No info,6015,3,6,2019,17,40,14,25,195
5409,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,19,0,21,50,1270
2015,IndiGo,Mumbai,Hyderabad,0,No info,3342,1,4,2019,10,40,9,10,90
9481,Air India,Banglore,New Delhi,1,1 Long layover,10981,1,3,2019,8,50,17,0,950
4044,SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319,18,4,2019,8,35,5,55,160
